DAUID,DGUID,LANDAREA,PRUID,X,Y
35200538,2021S051235200538,0.2604,35,635106.4290941540,4841379.713212590
35200539,2021S051235200539,0.0458,35,634727.0854116600,4841190.310564780
35200540,2021S051235200540,0.0152,35,634673.3466504130,4841234.576088260
35200541,2021S051235200541,0.1685,35,634469.5229010030,4841159.574363390
35200542,2021S051235200542,0.0173,35,634522.9529498920,4841080.798390930
35200545,2021S051235200545,0.127,35,633610.7800083510,4840924.718058390
35200561,2021S051235200561,0.7015,35,634079.7102028540,4839803.196469920
35200562,2021S051235200562,0.0942,35,634428.1075602590,4839490.864478130
35200563,2021S051235200563,0.1148,35,634445.1327782390,4839276.195967630
35200564,2021S051235200564,0.0988,35,634084.6115207960,4839294.667633530
35200565,2021S051235200565,0.1151,35,634180.1774502790,4838973.731595200
35200566,2021S051235200566,0.0879,35,633807.2122461720,4839073.294933370
35200567,2021S051235200567,0.0964,35,633814.2153387780,4838756.731636920
35200568,2021S051235200568,0.0736,35,634109.6713414410,4838734.575219240
35200569,2021S051235200569,0.0671,35,633952.8391854860,4838467.434172850
35200570,2021S051235200570,0.0492,35,634219.9116237720,4838553.427714270
35200571,2021S051235200571,0.063,35,634311.6942902290,4838363.718958030
35200572,2021S051235200572,0.0564,35,634462.9374201150,4838630.230650920
35200573,2021S051235200573,0.0636,35,634579.7847182250,4838504.991946860
35200574,2021S051235200574,0.0634,35,634427.0376450490,4838835.965037730
35200575,2021S051235200575,0.1756,35,634686.3964979880,4838944.257374540
35200576,2021S051235200576,0.1321,35,635010.0338372280,4838782.531459320
35200577,2021S051235200577,0.0624,35,634812.6349532630,4838523.128929260
35200578,2021S051235200578,0.0411,35,634865.8529255810,4838358.246446660
35200579,2021S051235200579,0.0839,35,634930.0974970580,4838158.846127900
35200580,2021S051235200580,0.0515,35,634632.1731129410,4838234.490303220
35200581,2021S051235200581,0.0423,35,634694.5475010150,4838036.829322150
35200582,2021S051235200582,0.0897,35,634451.3356797590,4838079.144048820
35200583,2021S051235200583,0.0762,35,634658.3306244790,4837833.086597840
35200584,2021S051235200584,0.0615,35,634619.5402704870,4837613.294543090
35200585,2021S051235200585,0.0402,35,634834.7773672340,4837669.925561860
35200586,2021S051235200586,0.0546,35,634957.8337665780,4837805.529976150
35200587,2021S051235200587,0.0676,35,635100.3631214910,4837850.738441740
35200588,2021S051235200588,0.0971,35,635291.0446378500,4837877.568702690
35200589,2021S051235200589,0.0666,35,635454.4612444470,4837961.653654200
35200590,2021S051235200590,0.0462,35,635608.0318992780,4837978.123246210
35200591,2021S051235200591,0.0775,35,635720.1468177050,4838102.135665200
35200593,2021S051235200593,0.0563,35,635928.6218806010,4838180.884631290
35200594,2021S051235200594,0.0978,35,636279.5662993960,4838181.920485750
35200595,2021S051235200595,0.0444,35,636202.9032277060,4838245.367632120
35200596,2021S051235200596,0.1045,35,636342.0257333000,4838468.452974220
35200597,2021S051235200597,0.0449,35,636499.5533009850,4838330.765753270
35200598,2021S051235200598,0.0713,35,636774.1619630420,4838471.157022540
35200599,2021S051235200599,0.072,35,636658.4929976750,4838690.520435240
35200600,2021S051235200600,0.0498,35,636505.3540992790,4838762.251158070
35200601,2021S051235200601,0.0569,35,636533.5222424090,4838898.014075180
35200602,2021S051235200602,0.0641,35,636222.2999638510,4838766.624249990
35200603,2021S051235200603,0.0878,35,636060.9271232650,4838808.879761580
35200604,2021S051235200604,0.068,35,635863.4393361880,4838948.795490070
35200605,2021S051235200605,0.0731,35,635741.8955268870,4838798.439811300
35200606,2021S051235200606,0.0476,35,635982.5271759130,4838596.581035320
35200610,2021S051235200610,0.0339,35,635316.2016409570,4838639.152773730
35200611,2021S051235200611,0.0725,35,635241.8394873000,4838821.218095320
35200612,2021S051235200612,0.0769,35,635499.1880344290,4838830.032535630
35200639,2021S051235200639,0.0795,35,638093.4569163380,4839378.215582600
35200640,2021S051235200640,0.1027,35,638316.5527004460,4839223.732690590
35200641,2021S051235200641,0.0285,35,637984.7295664270,4839115.343951550
35200642,2021S051235200642,0.1417,35,638264.8837202060,4838985.840341250
35200643,2021S051235200643,0.1322,35,637747.8288334830,4838986.464035580
35200644,2021S051235200644,0.3131,35,638467.9891123620,4838761.599650720
35200645,2021S051235200645,0.0787,35,638535.0022735740,4838534.823674880
35200646,2021S051235200646,0.0747,35,638311.6478994210,4838213.855550780
35200647,2021S051235200647,0.0791,35,638544.2197601780,4838159.441848780
35200648,2021S051235200648,0.0389,35,638388.7992734820,4837966.567790720
35200649,2021S051235200649,0.0665,35,638150.6181829790,4837964.946244640
35200650,2021S051235200650,0.0943,35,638017.6791647390,4838106.180026490
35200651,2021S051235200651,0.076,35,637953.5958914450,4838363.926347680
35200652,2021S051235200652,0.075,35,637791.5766662470,4838020.271607470
35200653,2021S051235200653,0.0457,35,637683.7141421630,4838285.081274250
35200654,2021S051235200654,0.321,35,637506.2303724050,4838453.848865470
35200655,2021S051235200655,0.0869,35,637509.0744931110,4838117.800743700
35200656,2021S051235200656,0.0404,35,637705.8116938300,4837864.045457250
35200657,2021S051235200657,0.0994,35,637387.0217652110,4837821.602900990
35200658,2021S051235200658,0.199,35,637606.0389127150,4837513.685908350
35200659,2021S051235200659,0.0773,35,637335.8071221150,4837415.977132230
35200660,2021S051235200660,0.1445,35,637144.8157020930,4837320.989106140
35200661,2021S051235200661,0.0316,35,636938.0569727660,4837549.859342090
35200662,2021S051235200662,0.0556,35,636851.3923358520,4837326.022798050
35200663,2021S051235200663,0.0332,35,636952.2076656560,4837233.278326900
35200664,2021S051235200664,0.0767,35,637060.5499252530,4836894.069339570
35200665,2021S051235200665,0.0976,35,636893.7790030740,4836841.355790930
35200666,2021S051235200666,0.0874,35,636682.3537390140,4836884.927012010
35200667,2021S051235200667,0.0459,35,636640.5283397530,4836732.539542000
35200668,2021S051235200668,0.0311,35,636582.9198845870,4836646.981831940
35200669,2021S051235200669,0.0338,35,636488.5206386080,4836627.686307340
35200670,2021S051235200670,0.0522,35,636363.7758075170,4836680.870092710
35200671,2021S051235200671,0.0445,35,636283.0617793000,4836591.303196130
35200672,2021S051235200672,0.0461,35,636181.2245005010,4836446.446317340
35200673,2021S051235200673,0.0319,35,636092.2056416700,4836664.183792770
35200674,2021S051235200674,0.1143,35,635885.2837031060,4836395.569882610
35200675,2021S051235200675,0.091,35,635681.1241437100,4836666.946585540
35200676,2021S051235200676,0.0853,35,635793.1299578210,4836815.291068650
35200677,2021S051235200677,0.0581,35,635879.9460181330,4837134.417708210
35200678,2021S051235200678,0.2059,35,636119.6274283260,4836986.129566800
35200679,2021S051235200679,0.0568,35,636010.9478906240,4837360.590128170
35200680,2021S051235200680,0.0752,35,636176.0662726840,4837499.587705790
35200681,2021S051235200681,0.0583,35,636013.4879751660,4837705.148513760
35200682,2021S051235200682,0.0484,35,635829.7758723140,4837567.271529740
35200683,2021S051235200683,0.1501,35,635611.6485401520,4837513.752684250
35200686,2021S051235200686,0.1128,35,635192.2493385370,4837258.641671720
35200687,2021S051235200687,0.0418,35,635370.9829380800,4837012.518261600
35200688,2021S051235200688,0.0685,35,635167.8245069200,4836968.016277820
35200689,2021S051235200689,0.0294,35,635019.2954271790,4836950.458141390
35200690,2021S051235200690,0.0311,35,634940.7833377420,4836924.397441100
35200691,2021S051235200691,0.0296,35,634862.0082566760,4836897.080478680
35200692,2021S051235200692,0.0342,35,634778.1669955110,4836870.914704750
35200693,2021S051235200693,0.0441,35,634656.0564548360,4836745.374716090
35200694,2021S051235200694,0.0857,35,634472.7168387630,4836919.975202250
35200695,2021S051235200695,0.0642,35,634437.7815525810,4836725.796559400
35200696,2021S051235200696,0.0575,35,634241.2883976450,4836643.771614300
35200697,2021S051235200697,0.0338,35,634308.6332360150,4836442.293558930
35200698,2021S051235200698,0.0435,35,634366.7088962980,4836272.214012410
35200699,2021S051235200699,0.0346,35,634191.1693911050,4836278.688357210
35200700,2021S051235200700,0.0241,35,634109.4234970350,4836305.722553490
35200701,2021S051235200701,0.0413,35,633980.1852409000,4836172.296658360
35200702,2021S051235200702,0.0683,35,633834.6595252540,4836283.738671540
35200703,2021S051235200703,0.0992,35,633958.3120143160,4836525.906629480
35200704,2021S051235200704,0.0631,35,633871.2786885500,4836688.439895580
35200705,2021S051235200705,0.0696,35,633762.9725965260,4836872.967120720
35200706,2021S051235200706,0.0635,35,633524.3202366970,4836658.726782510
35200707,2021S051235200707,0.038,35,633452.8082755270,4836778.955238980
35200708,2021S051235200708,0.1538,35,633308.6200040290,4837051.760653290
35200709,2021S051235200709,0.052,35,633440.1263175570,4837136.659293130
35200710,2021S051235200710,0.0552,35,633357.6738045170,4837388.951917850
35200711,2021S051235200711,0.0668,35,633684.7101855320,4837348.020997090
35200712,2021S051235200712,0.0715,35,633631.7707077610,4837515.063277700
35200713,2021S051235200713,0.0385,35,633970.8714886770,4837391.674824870
35200714,2021S051235200714,0.0442,35,634088.9769556190,4837245.969296800
35200715,2021S051235200715,0.0409,35,634175.7855048940,4837116.961214670
